iter	F1	Logloss	F1:use_weights=true	F1:use_weights=false	Precision:use_weights=true	Precision:use_weights=false	Recall:use_weights=true	Recall:use_weights=false
182	0.8918326274	0.3544742486	0.8918326274	0.8918326274	0.8481160911	0.8481160911	0.9403008709	0.9403008709
183	0.8918626656	0.3537755441	0.8918626656	0.8918626656	0.8481446568	0.8481446568	0.9403325416	0.9403325416
184	0.8943111473	0.3531909948	0.8943111473	0.8943111473	0.852662416	0.852662416	0.9402375297	0.9402375297
185	0.8943650304	0.3526204873	0.8943650304	0.8943650304	0.8527603838	0.8527603838	0.9402375297	0.9402375297
186	0.8943785021	0.3519727292	0.8943785021	0.8943785021	0.8527848792	0.8527848792	0.9402375297	0.9402375297
187	0.8944831119	0.3512638271	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
188	0.8944831119	0.3505918297	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
189	0.8944561615	0.3500609304	0.8944561615	0.8944561615	0.852952162	0.852952162	0.9402058591	0.9402058591
190	0.8944593414	0.3494573179	0.8944593414	0.8944593414	0.8529318815	0.8529318815	0.9402375297	0.9402375297
191	0.8944593414	0.3487902451	0.8944593414	0.8944593414	0.8529318815	0.8529318815	0.9402375297	0.9402375297
192	0.8945029451	0.3482259356	0.8945029451	0.8945029451	0.8529851175	0.8529851175	0.9402692003	0.9402692003
193	0.8944862911	0.3477777227	0.8944862911	0.8944862911	0.8529808935	0.8529808935	0.9402375297	0.9402375297
194	0.8944862911	0.3471501763	0.8944862911	0.8944862911	0.8529808935	0.8529808935	0.9402375297	0.9402375297
195	0.8944862911	0.3465774811	0.8944862911	0.8944862911	0.8529808935	0.8529808935	0.9402375297	0.9402375297
196	0.8945029451	0.3459786768	0.8945029451	0.8945029451	0.8529851175	0.8529851175	0.9402692003	0.9402692003
197	0.8944696365	0.3454594622	0.8944696365	0.8944696365	0.8529766693	0.8529766693	0.9402058591	0.9402058591
198	0.8945132423	0.3448901091	0.8945132423	0.8945132423	0.8530299112	0.8530299112	0.9402375297	0.9402375297
199	0.8944831119	0.3444415502	0.8944831119	0.8944831119	0.8530011781	0.8530011781	0.9402058591	0.9402058591
